0.89575547471932793;0#0.27273969105952767;0.25741093192706854#-0.024905193235492371;0.14404929649289952#-0.048899928760118477;-0.0037639791130375322#-0.0013237872581349536;-0.0016386497339601497#-0.008332007739286303;-0.0028288258234045907#0.0031507808535574007;0.0061204177373051687#0.020668481408532065;0.0080057152456358659#-0.064560047102448392;-0.0071374953254312416#-0.0019630459566199613;-0.015853886515364349#-0.047763929671913487;-0.018257046136531726#-0.0085256917534863672;0.03386631615388154#0.017258599914903749;0.007765503668086658#0.0043455598189181622;0.0016185066610663642#0.0050603947071637123;-0.014617862942265259
-0.34045877019452381;-0.26061917628797604#0.78008271999194145;0#0.23087539468615245;0.30492378258755704#-0.050954979127336361;0.091152153968805855#-0.0056457987835921552;-0.0015803234538225063#0.0038080326109485372;0.0048756376105433732#0.020030782969704286;0.0071674765225073983#-0.0050745359126109241;-0.014565347755434624#-0.070952581324030872;0.1739766989231363#-0.051376689419968084;-0.019299101701054634#-0.01509343536580139;0.054102095643954108#0.042760475204351951;0.02408316779918826#0.025993480131233971;-0.037026653124602661#0.0054115204876661986;-0.010482698784883102#-0.012856498146435861;-0.0096017432320077735
0.0221261175021479;0.090098535716184161#-0.27702927249669984;-0.36955256538348796#0.69517943150909212;0#0.080380382861136884;0.23832361979664424#0.0038229955418790421;0.0033818339605995091#0.018342590521045019;0.0049153937771738562#-0.010962749455910805;-0.014748457225157186#-0.056247975759072574;-0.017866312164786104#0.16044965922120152;0.37083326780748649#0.011179177742529828;0.059415014174976646#0.22891702677815043;0.14489222529845341#0.11442756134351327;-0.085096988672978491#-0.034827321861107215;-0.063956485880769881#-0.0089356580714147413;-0.011372739836884702#-0.029308092056597925;0.032651476490913926
0.047774452574425356;0.025092772179378189#-0.021074238832633565;0.15898854394382173#-0.27144126917238487;-0.38473257902091013#0.11256618966836837;-0.22249329110788454#0.012889195591349649;0.0021119823671055739#-0.015298617798478145;-0.013231339081351769#-0.055972849371004517;-0.012926728495438291#0.036703371544451892;0.062045929493419139#0.59189739446658352;0#0.29537872601399401;0.14046390458296934#0.50718103921364532;0#0.055221667698622114;-0.2381438137824729#-0.15554833625068243;0.015359877066459858#-0.029780281130823417;0.016306194638267286#0.0066287717527257813;0.066260163786452123
-0.0060295071031068433;-0.024033824933277177#0.061385584628163348;0.02681871750109089#-0.033320247881724198;0.19065411709258837#-0.071204934670326903;0.075179102744171583#-0.015816721117648248;-0.0088717946176172183#-0.051441941844894208;-0.0062734139689362475#0.07028025340075815;0.060484531556136957#0.35728327033028351;0.12585172173171372#-0.29010718144170256;-0.31056975613257359#0.51524060331789501;0#0.19989302486758206;-0.29462334545336033#-0.42148079333993105;0.077812018782836029#-0.16009242373741098;0.20418065865564464#-0.017892359261507486;0.04691122763264291#0.10988571249208133;0.012261590672015793
-0.020114233554516723;-0.011165962519275156#0.00088227744075500953;-0.046496577881182916#0.073399527631692316;0.026593640259577625#-0.009668139145242758;0.019886741377485712#-0.036603959354561698;-8.723139950827903E-05#0.10071284266093744;0.051764186683715012#0.40512013451684648;0.097607323909168583#0.52566062105851163;0#-0.033126890212431308;0.16027792911638852#0.18239135619492047;-0.16959893905250073#-0.2117248106543925;0.042096173710417281#0.31813146872750719;0.090020078535635012#0.48741071658594498;0#0.059460237375646076;0.020795598782061595#0.16100568235240562;-0.14052704827262838
0.0029816032070676983;0.012316464610121525#-0.026554218723413223;-0.010857501846802713#-0.0014660932698633332;-0.061014118497539037#0.014124560201632885;-0.032938514267840044#0.11354728634170454;0.03162940860419719#0.44184819395219443;0.06370645399712957#0.51472582004937018;0#0.15823081059617;-0.094641382958730702#0.10217340049734727;0.025124244021190081#-0.18568021318328315;0.027650583138792324#0.006966919467876303;0.098524582936458077#-0.034071942390514413;-0.055160269197763942#-0.37194190446759362;-0.14283416085527204#0.15014840971095883;-0.087291506872850352#-0.47455243444826173;0.037157427636951297
0.012416097942434739;0.0071531094285114914#-0.00026090262062765601;0.02516091506165918#-0.030381710025985345;-0.012439702925337448#0.016092369922120812;-0.0050811265834121936#0.45339269570230234;0.026848294844913776#0.52460692962357547;0#0.11304307063677492;-0.039909783757272832#-0.19987152385828871;0.022761192277235866#-0.00091764279182795117;-0.045210564267076446#-0.035153135964697345;0.059163615575871492#0.079882092703129209;-0.081428598778998759#-0.1092262671042691;-0.016142423446964978#0.036596267274506857;0.057648191561270393#-0.46563137318762543;0.046996694278517666#0.43944554491009796;0.061043735276336636
-0.0020207114542346491;-0.0084513595630258016#0.017088473000119619;0.0069308573117285131#0.0042174627475047395;0.036664883207534596#-0.0037854132603696998;0.030184507552729212#0.67765024393819562;0#0.071776217215542698;-0.0043984964213019109#-0.24153530783203331;0.013127178273336253#-0.037554542080145678;0.013115358527146645#-0.063247237987820809;-0.013758625200570756#0.1320498643142462;-0.072064123735438759#0.0071486542584480546;-0.021407108785361725#0.020489687181891581;0.00085625689725048963#0.16101388666512884;0.043072501458771881#0.63370169333465476;0#-0.055814056823285385;-0.011611010941220823
-0.0095594075684807996;-0.0056268154611160606#0.0004120558652403159;-0.018361694133366881#0.016838038105443265;0.011231448900658069#-0.025986838615188558;-0.00079669963856555709#0.5309301324204907;0.019410762376458984#-0.46069349778385082;0.0098618528815862389#-0.0033108037141248029;-0.027056335233746519#0.20453776973213561;-0.040959574567876279#0.0049298386599537043;0.012337138702875221#0.016260258117993948;0.023751158260741621#-0.067323658595030186;0.088569567507066738#0.11002277346485993;0.025206941492655704#-0.034234263984312494;0.021121711708062017#-0.52411424854759503;0.033085600930066884#-0.37454860482963609;-0.063472896709806534
